DataUse,Replication,Vegetation,N2O,PP2,PP7,AirT,DAF_TD,DAF_SD,WFPS25cm,NH4,NO3
Building,R1,Corn,8.350670737,15.0,30.0,24.5,70,31,0.489599609,20.20219,51.036064
Building,R1,Corn,12.15057164,15.0,38.0,23.0,71,32,0.526338825,18.099831,48.254095
Building,R1,Corn,11.44481419,0.0,33.0,24.1,72,33,0.480714588,15.670996,45.718617
Building,R1,Corn,10.16010056,7.0,17.0,23.8,73,34,0.467528083,13.93997,42.272123
Building,R1,Corn,9.720617571,7.0,24.0,26.6,74,35,0.467919842,12.657927,40.561914
Building,R1,Corn,10.99250994,0.0,22.0,25.6,75,36,0.445634558,10.34838,37.365378
Building,R1,Corn,11.54576811,28.0,22.0,24.4,76,37,0.47325301,8.945534,33.475616
Building,R1,Corn,20.35436104,28.0,50.0,26.0,77,38,0.482097861,8.320971,32.05031
Building,R1,Corn,12.09228342,0.0,35.0,23.5,78,39,0.522228693,7.838118,30.589343
Building,R1,Corn,12.68783837,0.0,35.0,23.4,79,40,0.506461673,7.054976,28.904299
Building,R1,Corn,9.585914384,5.0,35.0,22.5,80,41,0.521106238,6.55684,27.034157
Building,R1,Corn,11.6396609,8.0,33.0,21.0,81,42,0.502294322,5.98479,25.147373
Building,R1,Corn,7.992145936,22.0,36.0,19.1,82,43,0.548795094,5.285435,22.982181
Building,R1,Corn,12.82018122,0.0,55.0,21.1,83,44,0.532125437,4.719591,21.273091
Building,R1,Corn,2.634488637,0.0,27.0,24.7,87,48,0.465674478,3.397896,17.326851
Building,R1,Corn,4.747368914,0.0,22.0,24.8,88,49,0.463991939,3.164869,16.706654
Building,R1,Corn,4.771020881,0.0,19.0,21.9,89,50,0.508959534,3.024353,16.219259
Building,R1,Corn,4.012125131,0.0,0.0,20.8,90,51,0.538250903,3.020641,15.876873
Building,R1,Corn,1.660704918,0.0,0.0,21.1,91,52,0.527683892,3.022649,15.605452
Building,R1,Corn,3.304322104,0.0,0.0,21.8,92,53,0.512926574,3.020375,15.38302
Building,R1,Corn,-1.483648191,0.0,0.0,24.6,93,54,0.501306139,3.057711,15.240486
Building,R1,Corn,0.748729999,0.0,0.0,26.7,94,55,0.49138659,3.086562,15.137751
Building,R1,Corn,1.141498727,8.0,0.0,26.6,95,56,0.47025227,3.254556,14.94776
Building,R1,Corn,9.746003309,58.0,8.0,24.0,96,57,0.591403687,3.226158,14.494222
Building,R1,Corn,5.772455002,50.0,58.0,23.2,97,58,0.683574566,3.121004,14.151129
Building,R1,Corn,1.101847111,42.0,58.0,20.7,98,59,0.662551722,3.018105,13.822276
Building,R1,Corn,25.42192503,75.0,100.0,23.0,99,60,0.733917691,2.969621,13.557091
Building,R1,Corn,13.06128519,34.0,133.0,22.5,100,61,0.734724824,2.926893,13.337435
Building,R1,Corn,2.601975029,1.0,134.0,21.8,101,62,0.717739126,2.850299,13.18668
Building,R1,Corn,1.2954519,1.0,134.0,22.4,102,63,0.710550548,2.777434,13.078334
Building,R1,Corn,0.497969349,22.0,127.0,21.9,103,64,0.715720875,2.728917,12.943788
Building,R1,Corn,3.77742952,21.0,98.0,19.0,104,65,0.723123139,2.625551,12.831044
Building,R1,Corn,1.068607165,0.0,98.0,18.1,105,66,0.721694932,2.527226,12.743476
Building,R1,Corn,0.411359209,0.0,56.0,19.3,106,67,0.71826679,2.446555,12.695467
Building,R1,Corn,-0.272726557,0.0,23.0,21.6,107,68,0.715397457,2.384402,12.663905
Building,R1,Corn,-1.096668989,2.0,22.0,23.3,108,69,0.711410505,2.347298,12.637025
Building,R1,Corn,-1.438340939,2.0,24.0,21.4,109,70,0.707982362,2.319528,12.62908
Building,R1,Corn,-2.228376001,0.0,23.0,20.7,110,71,0.70455422,2.48278,12.566381
Building,R1,Corn,-1.997480999,0.0,15.0,17.4,116,77,0.640596114,3.649853,12.939003
Building,R1,Corn,0.0,0.0,15.0,17.7,117,78,0.623789126,3.869366,13.055927
Building,R1,Corn,-0.013410221,0.0,1.0,18.5,118,79,0.612116949,4.077472,13.18116
Building,R1,Corn,0.431814453,0.0,1.0,21.8,119,80,0.596199222,4.295441,13.342463
Building,R1,Corn,-0.463585854,0.0,1.0,26.1,120,81,0.587090652,4.53167,13.563911
Building,R1,Corn,-1.198414006,1.0,0.0,26.9,121,82,0.572579576,4.76267,13.808093
Building,R1,Corn,-1.433295849,6.0,1.0,23.6,122,83,0.570160841,4.991956,13.965413
Building,R1,Corn,-0.701806791,9.0,6.0,21.7,123,84,0.572129075,5.225489,14.108807
Building,R1,Corn,-1.091234127,16.0,10.0,19.3,124,85,0.621594876,5.501127,14.137019
Building,R1,Corn,1.00255643,12.0,22.0,16.8,125,86,0.677010266,5.731338,14.209821
Building,R1,Corn,-0.576886888,0.0,22.0,17.0,126,87,0.64203517,5.912092,14.31948
Building,R1,Corn,1.857890863,0.0,22.0,19.7,127,88,0.62186499,6.079072,14.4732
Building,R1,Corn,0.56963996,0.0,22.0,18.7,128,89,0.62720056,6.220036,14.626842
Building,R1,Corn,-0.316595031,0.0,21.0,16.7,129,90,0.610799234,6.340907,14.781651
Building,R1,Corn,-0.584564415,0.0,16.0,18.5,130,91,0.606797557,6.451564,14.963101
Building,R1,Corn,0.513973381,12.0,12.0,21.2,131,92,0.655014998,6.71797,15.002182
Building,R1,Corn,-0.029639561,12.0,12.0,19.5,132,93,0.666551626,6.924395,15.087696
Building,R1,Corn,2.61740817,0.0,12.0,19.1,133,94,0.651491789,7.082943,15.236732
Building,R1,Corn,0.462965327,0.0,12.0,21.4,134,95,0.637604054,7.214203,15.425452
Building,R1,Corn,0.428767572,0.0,12.0,19.4,135,96,0.629784885,7.32175,15.62239
Building,R1,Corn,-0.138842713,0.0,12.0,20.9,136,97,0.624153354,7.412357,15.853156
Building,R1,Corn,0.875396428,0.0,12.0,19.0,137,98,0.62048108,7.487428,16.041556
Building,R1,Corn,0.337331079,0.0,12.0,16.4,138,99,0.609225615,7.551908,16.231499
Building,R1,Corn,1.402985173,0.0,0.0,17.2,139,100,0.604559902,7.609856,16.426386
Building,R1,Corn,-0.318427507,4.0,0.0,16.9,140,101,0.612518419,7.687699,16.576319
Building,R1,Corn,0.813685964,4.0,4.0,14.4,141,102,0.609009662,7.742464,16.735439
Building,R1,Corn,0.186673837,9.0,4.0,12.6,142,103,0.599919738,7.80458,16.86744
Building,R1,Corn,4.128523188,4.0,45.0,15.0,147,108,0.730579953,8.760553,16.895566
Building,R1,Corn,0.980874252,0.0,41.0,16.5,148,109,0.728894559,8.867709,17.00866
Building,R1,Corn,0.0,9.0,41.0,19.1,149,110,0.704660943,9.071474,17.056519
Building,R1,Corn,2.620389039,12.0,48.0,18.7,150,111,0.743022021,9.251714,17.105238
Building,R1,Corn,8.837850528,3.0,24.0,18.3,151,112,0.749262046,9.383497,17.204125
Building,R1,Corn,4.17056673,0.0,21.0,10.0,152,113,0.726550355,9.457736,17.284905
Building,R1,Corn,3.159840285,0.0,16.0,9.3,153,114,0.706164223,9.516373,17.392459
Building,R1,Corn,0.871623659,0.0,12.0,10.4,154,115,0.695180549,9.550903,17.515366
Building,R1,Corn,1.067885789,0.0,12.0,14.8,155,116,0.690235448,9.568217,17.686952
Building,R1,Corn,-0.315481565,18.0,12.0,15.5,156,117,0.686777054,9.745714,17.69091
Building,R1,Corn,0.602157613,18.0,21.0,9.4,157,118,0.725977772,9.847792,17.727482
Building,R1,Corn,2.079971231,0.0,18.0,8.4,158,119,0.72948648,9.921895,17.791233
Building,R1,Corn,1.180072898,0.0,18.0,14.0,159,120,0.738190537,9.976765,17.900497
Building,R1,Corn,0.265932753,13.0,18.0,17.7,160,121,0.746894595,10.153423,17.909631
Building,R1,Corn,8.587806548,13.0,31.0,20.8,161,122,0.755598653,10.309395,17.985277
Building,R1,Corn,10.79228998,0.0,31.0,20.5,162,123,0.756186429,10.405958,18.09004
Building,R1,Corn,2.544651624,0.0,31.0,14.1,163,124,0.73863747,10.458033,18.22835
Building,R1,Corn,-0.410486906,1.0,13.0,12.3,164,125,0.742081716,10.506432,18.328392
Building,R1,Corn,1.061551203,1.0,14.0,8.3,165,126,0.745525963,10.538858,18.42514
Building,R1,Corn,-0.841277313,0.0,14.0,7.5,166,127,0.74897021,10.557171,18.530751
Building,R1,Corn,-1.264176572,0.0,14.0,12.1,167,128,0.752414456,10.559074,18.673775
Building,R1,Corn,0.659821196,0.0,1.0,9.6,168,129,0.755858703,10.56239,18.794754
Building,R1,Corn,2.735967553,0.0,1.0,5.6,169,130,0.775911388,10.563697,18.90761
Building,R1,Corn,0.382222984,19.0,1.0,4.4,170,131,0.795964072,10.651098,18.918469
Building,R1,Corn,1.565184454,21.0,20.0,5.4,171,132,0.816016757,10.726988,18.940361
Building,R1,Corn,2.867069141,2.0,21.0,9.7,172,133,0.802670234,10.788732,18.996316
Building,R1,Corn,6.533701697,0.0,21.0,16.8,173,134,0.798413636,10.691558,19.067564
Building,R1,Corn,6.716426373,11.0,21.0,10.1,174,135,0.798752363,10.788081,19.09074
Building,R1,Corn,5.213126925,8.0,32.0,6.7,175,136,0.79909109,10.851056,19.136837
Building,R1,Corn,10.4126639,3.0,19.0,8.3,179,140,0.814627864,10.904377,19.465071
Building,R1,Corn,7.373031348,0.0,19.0,10.8,180,141,0.793978375,10.915391,19.59475
Building,R1,Corn,6.911212354,0.0,19.0,10.1,181,142,0.785945326,10.917459,19.732614
Building,R1,Corn,3.692363441,0.0,8.0,10.7,182,143,0.778686014,10.780594,19.834624
Building,R1,Corn,4.336064922,1.0,8.0,9.9,183,144,0.771616412,10.777609,19.967513
Building,R1,Corn,2.375198025,1.0,9.0,8.4,184,145,0.764550609,10.775004,20.093629
Building,R1,Corn,0.623361274,0.0,4.0,10.5,185,146,0.752288929,10.642565,20.199224
Building,R1,Corn,4.511846707,0.0,1.0,8.1,186,147,0.730691727,10.644872,20.309655
Building,R1,Corn,0.720305702,0.0,1.0,2.9,187,148,0.728820074,10.650542,20.401142
Building,R1,Corn,1.37152771,0.0,1.0,6.7,188,149,0.719614923,10.647628,20.514501
Building,R1,Corn,-0.796798108,0.0,1.0,8.3,189,150,0.713296962,10.444609,20.567339
Building,R1,Corn,-0.033802873,0.0,1.0,8.0,190,151,0.701619261,10.443605,20.686353
Building,R1,Corn,2.41476276,0.0,0.0,7.2,191,152,0.70329913,10.444025,20.798496
Building,R1,Corn,-1.734258615,0.0,0.0,11.3,192,153,0.700035972,10.436655,20.932031
Building,R1,Corn,0.436544063,6.0,0.0,15.9,193,154,0.700679636,10.360386,20.979109
Building,R1,Corn,-1.63686613,0.0,15.0,-0.4,196,157,0.74054899,10.427353,21.072234
Building,R1,Corn,0.010178818,0.0,15.0,-1.3,197,158,0.753838774,10.389634,21.098682
Building,R1,Corn,-1.326448851,15.0,15.0,1.5,198,159,0.802945477,10.404491,21.087764
Building,R1,Corn,0.538471522,1.0,28.0,-7.1,218,179,0.788535175,10.756168,21.370339
Building,R1,Corn,-0.173234383,4.0,28.0,-9.3,219,180,0.790873556,10.746662,21.3879
Building,R1,Corn,3.334351034,0.0,32.0,-11.6,220,181,0.792092222,10.729709,21.403045
Building,R1,Corn,1.991871105,0.0,35.0,-4.5,251,212,0.691893556,11.044827,21.650223
Building,R1,Corn,0.314786809,14.0,35.0,-2.0,252,213,0.681118688,11.085447,21.654797
Building,R1,Corn,0.492224867,27.0,48.0,3.2,253,214,0.670343822,11.118611,21.641933
Building,R1,Corn,3.804799958,13.0,48.0,1.7,254,215,0.690201565,11.138165,21.63407
Building,R1,Corn,0.70241556,0.0,32.0,2.0,255,216,0.718509068,11.152272,21.615844
Building,R1,Corn,2.217443594,9.0,27.0,2.5,256,217,0.721859624,11.115867,21.593951
Building,R1,Corn,2.302515872,9.0,36.0,9.8,257,218,0.725210182,11.188435,21.63964
Building,R1,Corn,7.011511203,0.0,36.0,4.2,258,219,0.728560738,11.174613,21.66931
Building,R1,Corn,6.101444908,4.0,36.0,4.5,259,220,0.731911294,11.179538,21.680089
Building,R1,Corn,7.149021013,4.0,26.0,3.3,260,221,0.735261852,11.127466,21.657214
Building,R1,Corn,4.675528405,1.0,13.0,3.0,261,222,0.738612408,11.182327,21.69659
Building,R1,Corn,4.103283259,5.0,14.0,0.8,262,223,0.741962964,11.191148,21.70682
Building,R1,Corn,1.341946214,4.0,18.0,-1.9,263,224,0.745313522,11.187974,21.721675
Building,R1,Corn,2.62525208,0.0,9.0,-2.6,264,225,0.748664078,11.19084,21.736928
Building,R1,Corn,1.82745735,2.0,9.0,-3.7,265,226,0.752014634,11.183588,21.754129
Building,R1,Corn,2.263025301,4.0,11.0,-6.3,266,227,0.755365192,11.189282,21.759715
Building,R1,Corn,-1.295124648,8.0,9.0,-1.6,267,228,0.758715748,11.138563,21.774618
Building,R1,Corn,2.2198178,7.0,15.0,-0.2,268,229,0.758715748,11.178317,21.809084
Building,R1,Corn,0.0,1.0,15.0,-7.6,269,230,0.759206944,11.140153,21.815348
Building,R1,Corn,3.805084035,0.0,11.0,-7.7,270,231,0.760055306,11.144425,21.822068
Building,R1,Corn,0.971833289,0.0,11.0,-6.2,271,232,0.76090367,11.168019,21.853241
Building,R1,Corn,2.901145199,0.0,11.0,-0.9,272,233,0.761752033,11.121899,21.868162
Building,R1,Corn,4.344369205,0.0,9.0,-0.6,273,234,0.762600395,11.158688,21.904799
Building,R1,Corn,7.634134752,16.0,7.0,4.8,274,235,0.763448758,11.078172,21.832686
Building,R1,Corn,2.310250039,16.0,17.0,-1.9,275,236,0.764297122,11.134084,21.851828
Building,R1,Corn,1.631367665,1.0,16.0,-8.6,276,237,0.765145484,11.140108,21.8647
Building,R1,Corn,0.0,1.0,17.0,-1.0,277,238,0.75771126,11.139715,21.8867
Building,R1,Corn,13.18151555,0.0,17.0,4.0,278,239,0.751259427,11.12648,21.928714
Building,R1,Corn,2.417127086,1.0,17.0,2.3,279,240,0.756226625,11.165867,21.984026
Building,R1,Corn,1.075136693,1.0,18.0,1.6,280,241,0.761193823,11.087873,22.017622
Building,R1,Corn,4.395112856,19.0,18.0,3.2,281,242,0.759206944,11.068699,22.043914
Building,R1,Corn,0.0,33.0,30.0,6.0,296,257,0.778264048,10.591203,22.754571
Building,R1,Corn,0.73520544,14.0,44.0,-3.1,297,258,0.776382467,10.621508,22.748449
Building,R1,Corn,0.903671571,1.0,43.0,-5.7,298,259,0.773246499,10.677761,22.764274
Building,R1,Corn,0.727130592,1.0,36.0,-4.3,299,260,0.770737725,10.654588,22.76682
Building,R1,Corn,1.346022813,0.0,34.0,2.4,300,261,0.768228951,10.702943,22.818563
Building,R1,Corn,-0.635435449,0.0,34.0,11.3,301,262,0.765720176,10.540984,22.803236
Building,R1,Corn,-0.215395923,2.0,34.0,10.4,302,263,0.763211402,10.601856,22.887234
Building,R1,Corn,1.582406147,2.0,17.0,6.2,303,264,0.760702627,10.513691,22.936847
Building,R1,Corn,1.481359081,0.0,3.0,1.9,304,265,0.757733357,10.552524,23.005572
Building,R1,Corn,-0.401493499,0.0,3.0,-4.7,305,266,0.755746478,10.503823,23.031857
Building,R1,Corn,-0.069531871,0.0,2.0,-7.1,306,267,0.75129657,10.494086,23.064603
Building,R1,Corn,-0.497215596,0.0,2.0,-6.0,307,268,0.746846664,10.466569,23.073609
Building,R1,Corn,-0.647542052,6.0,2.0,-4.7,308,269,0.742582169,10.458289,23.106357
Building,R1,Corn,-1.178388192,6.0,8.0,-7.6,309,270,0.738132261,10.456365,23.135077
Building,R1,Corn,0.0,0.0,6.0,-6.4,310,271,0.735162991,10.448629,23.16725
Building,R1,Corn,0.827138124,0.0,6.0,-1.7,311,272,0.73429235,10.415444,23.170244
Building,R1,Corn,-1.011466948,4.0,6.0,-1.4,312,273,0.733421709,10.41964,23.197689
Building,R1,Corn,-0.801974882,6.0,10.0,2.1,313,274,0.745826814,10.387814,23.215349
Building,R1,Corn,-0.11667405,2.0,12.0,3.4,314,275,0.758231918,10.435898,23.275702
Building,R1,Corn,0.0,2.0,12.0,5.4,315,276,0.770637023,10.32973,23.262304
Building,R1,Corn,-2.042462333,2.0,8.0,4.3,316,277,0.769632535,10.372526,23.334252
Building,R1,Corn,-1.144890553,0.0,8.0,-2.5,317,278,0.763671898,10.320617,23.369191
Building,R1,Corn,0.0,6.0,8.0,1.3,318,279,0.760702627,10.318585,23.416425
Building,R1,Corn,0.0,17.0,7.0,15.1,346,307,0.77052715,10.207178,24.107877
Building,R1,Corn,0.880886751,11.0,18.0,7.8,347,308,0.769926532,10.18173,24.137842
Building,R1,Corn,-1.184541127,0.0,18.0,8.9,348,309,0.769325913,10.132277,24.158803
Building,R1,Corn,0.0,0.0,18.0,11.9,349,310,0.768725296,10.060012,24.257401
Building,R1,Corn,0.0,0.0,17.0,14.0,350,311,0.768124676,10.053669,24.392215
Building,R1,Corn,-2.09412471,0.0,17.0,16.6,351,312,0.767524057,9.927306,24.479238
Building,R1,Corn,0.0,0.0,11.0,14.3,353,314,0.766322821,9.58682,24.764442
Building,R1,Corn,-0.525830671,0.0,0.0,10.9,354,315,0.765722203,9.587187,24.882335
Building,R1,Corn,-0.218521631,3.0,0.0,9.7,355,316,0.765121585,9.5906,24.977393
Building,R1,Corn,-0.367605095,23.0,3.0,7.1,356,317,0.764520966,9.565391,24.927069
Building,R1,Corn,-0.376312159,37.0,23.0,11.8,357,318,0.763920347,9.63016,24.888294
Building,R1,Corn,0.484479589,20.0,40.0,6.0,358,319,0.763319729,9.677142,24.866178
Building,R1,Corn,-0.036239267,3.0,43.0,8.8,359,320,0.76271911,9.697458,24.833855
Building,R1,Corn,0.670649723,7.0,43.0,7.0,360,321,0.762118492,9.78161,24.837638
Building,R1,Corn,-0.7231838,7.0,50.0,9.2,361,322,0.761517873,9.777038,24.880822
Building,R1,Corn,0.466509372,0.0,50.0,9.2,362,323,0.760917255,9.679993,24.906431
Building,R1,Corn,-0.973083842,0.0,47.0,6.4,363,324,0.760316637,9.650351,24.975568
Building,R1,Corn,-0.718334815,0.0,27.0,6.3,364,325,0.759716018,9.666156,25.061974
Building,R1,Corn,-0.788943527,7.0,10.0,9.3,365,326,0.759115399,10.453527,25.990256
Building,R1,Corn,-1.902038197,3.0,7.0,14.4,3,329,0.757313544,13.454039,29.099862
Building,R1,Corn,0.379845908,0.0,7.0,15.6,4,330,0.756712926,14.541113,30.163251
Building,R1,Corn,-1.175862758,0.0,7.0,17.2,5,331,0.756112308,15.468357,31.359776
Building,R1,Corn,-0.696052914,0.0,7.0,16.6,6,332,0.755511688,16.252963,32.500298
Building,R1,Corn,0.673225022,0.0,7.0,22.6,7,333,0.754911071,16.994933,34.17214
Building,R1,Corn,-0.414484397,0.0,7.0,24.2,8,334,0.754310452,17.545437,35.772223
Building,R1,Corn,-0.004473365,3.0,3.0,22.8,9,335,0.753709833,18.025778,36.649495
Building,R1,Corn,0.89061167,5.0,3.0,8.9,10,336,0.753109214,18.299789,36.96486
Building,R1,Corn,-0.475444633,13.0,5.0,11.5,11,337,0.752508597,18.824019,37.123922
Building,R1,Corn,0.0,23.0,16.0,15.8,12,338,0.751907978,19.097784,37.240743
Building,R1,Corn,5.290290573,12.0,28.0,14.2,13,339,0.75130736,19.209386,37.561059
Building,R1,Corn,2.036471332,1.0,28.0,15.7,14,340,0.750706742,19.265363,37.818447
Building,R1,Corn,2.686390582,0.0,29.0,15.2,15,341,0.750106123,19.564749,37.829738
Building,R1,Corn,0.0,0.0,0.0,26.7,34,360,0.589943114,7.83989,30.281686
Building,R1,Corn,0.819153708,0.0,0.0,25.9,35,361,0.587368999,7.182654,29.668851
Building,R1,Corn,0.431836935,19.0,0.0,24.7,36,362,0.588724448,7.160055,28.859142
Building,R1,Corn,6.25350679,19.0,19.0,23.4,37,363,0.598430221,6.601492,26.929281
Building,R1,Corn,4.113641139,0.0,19.0,23.1,38,364,0.594840569,6.0877,25.468517
Building,R1,Corn,2.05336628,7.0,19.0,23.2,39,365,0.591239869,5.744735,23.770866
Building,R1,Corn,4.356355526,10.0,26.0,22.3,40,366,0.588676802,5.360367,22.331253
Building,R1,Corn,3.236705865,3.0,29.0,19.4,41,367,0.591036198,5.555833,22.470978
Building,R1,Corn,1.978281534,1.0,29.0,17.1,42,0,0.581134948,11.046563,27.610687
Building,R1,Corn,-0.8810403,1.0,30.0,18.2,43,1,0.575207456,16.672035,33.142693
Building,R1,Corn,2.700761235,2.0,11.0,22.9,44,2,0.571758039,23.753365,39.352593
Building,R1,Corn,0.144613669,1.0,13.0,22.1,45,3,0.567773232,27.020504,41.91168
Building,R1,Corn,2.42801898,1.0,9.0,15.6,48,6,0.549455367,28.702414,42.190745
Building,R1,Corn,1.868499546,0.0,9.0,15.9,49,7,0.541049801,28.531501,41.675951
Building,R1,Corn,1.083287534,0.0,8.0,18.1,50,8,0.536841493,28.162598,41.0541
Building,R1,Corn,4.048775646,14.0,8.0,22.6,51,9,0.538571726,28.947468,41.007187
Building,R1,Corn,9.965253046,14.0,20.0,22.3,52,10,0.536915993,28.734216,40.123768
Building,R1,Corn,11.73730091,0.0,15.0,22.4,53,11,0.53427787,29.03341,40.411004
Building,R1,Corn,11.26489483,8.0,15.0,21.0,54,12,0.530657355,27.992507,38.943422
Building,R1,Corn,26.62286678,11.0,22.0,21.1,55,13,0.543572069,26.813462,36.904797
Building,R1,Corn,24.41210041,3.0,25.0,21.7,56,14,0.536383443,24.802769,35.379119
Building,R1,Corn,21.10282687,0.0,25.0,22.4,57,15,0.524735387,22.418589,34.216524
Building,R1,Corn,22.9669655,0.0,25.0,23.5,58,16,0.511859342,19.794852,32.905413
Building,R1,Corn,27.91827926,9.0,11.0,23.3,59,17,0.503442727,22.270345,33.547679
Building,R1,Corn,25.63141761,9.0,20.0,19.8,60,18,0.500473457,23.506947,34.142608
Building,R1,Corn,22.89207826,9.0,20.0,20.0,61,19,0.493072379,24.280197,35.337144
Building,R1,Corn,40.412,2.03,2.28,3.17,285,285,0.693958065,19.158393,70.957638
Building,R2,Corn,108.885,2.03,2.28,3.17,285,285,0.725929032,19.864935,70.812972
Building,R3,Corn,42.3543,2.03,2.28,3.17,285,285,0.669509677,18.606183,71.046976
Building,R5,Corn,14.6333,2.03,2.28,3.17,285,285,0.678912903,23.111277,72.603564
Building,R1,Corn,14.9092,0.0,3.05,11.74,299,299,0.633777419,21.834334,77.516371
Building,R3,Corn,6.85266,0.0,3.05,11.74,299,299,0.707122581,21.05896,77.139788
Building,R4,Corn,19.2476,0.0,3.05,11.74,299,299,0.746616129,19.759689,72.736745
Building,R5,Corn,12.8226,0.0,3.05,11.74,299,299,0.746616129,26.894352,80.334551
Building,R1,Corn,4.60467,0.0,0.51,10.33,314,314,0.675151613,14.1625,15.9775
Building,R2,Corn,12.4293,0.0,0.51,10.33,314,314,0.577358065,16.94,18.3975
Building,R3,Corn,4.88353,0.0,0.51,10.33,314,314,0.633777419,16.2525,29.7
Building,R4,Corn,9.06659,0.0,0.51,10.33,314,314,0.598045161,16.28,24.3375
Building,R5,Corn,2.67705,0.0,0.51,10.33,314,314,0.660106452,23.5125,27.72
Building,R1,Corn,10.2803,0.25,15.49,12.63,327,327,0.722167742,8.14,26.015
Building,R2,Corn,22.7288,0.25,15.49,12.63,327,327,0.648822581,13.9975,35.805
Building,R3,Corn,9.4961,0.25,15.49,12.63,327,327,0.633777419,7.81,15.6475
Building,R4,Corn,19.2315,0.25,15.49,12.63,327,327,0.648822581,23.521811,64.445031
Building,R5,Corn,5.98651,0.25,15.49,12.63,327,327,0.6996,10.4775,30.3325
Building,R1,Corn,8.78849,0.0,53.35,13.73,341,341,0.646941935,8.1675,19.635
Building,R2,Corn,10.493,0.0,53.35,13.73,341,341,0.665748387,7.9475,34.7325
Building,R3,Corn,4.52741,0.0,53.35,13.73,341,341,0.67045,10.56,20.3225
Building,R4,Corn,14.6608,0.0,53.35,13.73,341,341,0.682674194,10.45,36.52
Building,R5,Corn,1.87151,0.0,53.35,13.73,341,341,0.686435484,8.69,13.9975
Building,R1,Corn,2.98773,0.0,21.84,20.71,356,356,0.6996,22.3575,26.6475
Building,R2,Corn,5.68918,0.0,21.84,20.71,356,356,0.669509677,,
Building,R3,Corn,5.10421,0.0,21.84,20.71,356,356,0.650703226,19.1675,47.0525
Building,R4,Corn,7.99404,0.0,21.84,20.71,356,356,0.656345161,20.13,68.2
Building,R5,Corn,2.07967,0.0,21.84,20.71,356,356,0.64506129,21.8625,25.85
Building,R1,Corn,45.815,0.76,39.62,17.3,7,7,0.596498438,21.615,18.535
Building,R3,Corn,87.3792,0.76,39.62,17.3,7,7,0.850401563,228.525,178.7225
Building,R4,Corn,593.072,0.76,39.62,17.3,7,7,0.850401563,226.7375,186.78
Building,R1,Corn,222.69,10.16,73.4,19.39,21,21,0.72345,89.0725,196.46
Building,R2,Corn,324.265,10.16,73.4,19.39,21,21,0.788375,133.045,
Building,R3,Corn,63.5886,10.16,73.4,19.39,21,21,0.82779375,14.08,60.8025
Building,R4,Corn,272.526,10.16,73.4,19.39,21,21,0.81388125,59.62,238.8375
Building,R5,Corn,583.149,10.16,73.4,19.39,21,21,0.788375,,
Building,R1,Corn,4.04882,0.0,28.45,19.58,35,35,0.616851613,9.35,48.95
Building,R2,Corn,32.3305,0.0,28.45,19.58,35,35,0.614970968,8.0025,32.23
Building,R3,Corn,7.62369,0.0,28.45,19.58,35,35,0.596164516,21.8075,96.3325
Building,R4,Corn,62.9099,0.0,28.45,19.58,35,35,0.718406452,64.405,192.1975
Building,R5,Corn,244.063,0.0,28.45,19.58,35,35,0.87826129,,
Building,R1,Corn,3.48734,13.46,96.06,20.43,49,49,0.752258065,11.495,38.5
Building,R2,Corn,50.7902,13.46,96.06,20.43,49,49,0.765422581,8.03,119.185
Building,R3,Corn,18.1075,13.46,96.06,20.43,49,49,0.680793548,8.6625,54.725
Building,R4,Corn,312.771,13.46,96.06,20.43,49,49,0.81996129,6.2425,46.3375
Building,R5,Corn,188.866,13.46,96.06,20.43,49,49,0.808677419,,
Building,R1,Corn,10.5019,28.19,28.19,24.13,63,63,0.767303226,22.1925,178.6675
Building,R2,Corn,5.26619,28.19,28.19,24.13,63,63,0.859454839,6.2425,104.6375
Building,R3,Corn,9.20915,28.19,28.19,24.13,63,63,0.710883871,6.325,67.87
Building,R4,Corn,99.0794,28.19,28.19,24.13,63,63,0.872619355,11.0825,123.2275
Building,R5,Corn,180.446,28.19,28.19,24.13,63,63,0.801154839,9.7075,90.805
Building,R1,Corn,1.95413,0.0,15.49,20.5,77,77,0.707122581,17.4625,15.0975
Building,R2,Corn,9.83894,0.0,15.49,20.5,77,77,0.893306452,10.89,55.1925
Building,R3,Corn,6.83345,0.0,15.49,20.5,77,77,0.720287097,9.9,19.855
Building,R4,Corn,13.5829,0.0,15.49,20.5,77,77,0.87826129,11.33,74.2775
Building,R5,Corn,6.69299,0.0,15.49,20.5,77,77,0.799274194,9.13,131.5875
Building,R1,Corn,1.1194,0.25,20.57,11.76,93,93,0.675151613,15.8675,24.7775
Building,R2,Corn,5.48396,0.25,20.57,11.76,93,93,0.740974194,31.6525,238.92
Building,R3,Corn,4.00848,0.25,20.57,11.76,93,93,0.690196774,11.2475,33.825
Building,R4,Corn,8.75808,0.25,20.57,11.76,93,93,0.716525806,9.735,181.0875
Building,R5,Corn,3.43354,0.25,20.57,11.76,93,93,0.784229032,12.375,39.6275
Building,R1,Corn,1.80013,2.03,8.63,20.75,106,106,0.630016129,13.75,22.9625
Building,R2,Corn,6.41869,2.03,8.63,20.75,106,106,0.772945161,7.5075,103.1525
Building,R3,Corn,3.50912,2.03,8.63,20.75,106,106,0.675151613,9.1025,32.175
Building,R4,Corn,4.70889,2.03,8.63,20.75,106,106,0.767303226,8.8,72.545
